id,judul_berita,deskripsi_kejadian,lokasi_kejadian,waktu_kejadian,kategori_kejahatan,label_urgensi,sumber,url,scraped_at
2048,"Agar Tak Terlacak, Permata Curian dari Museum Louvre Kemungkinan Dilebur","Perhiasan warisan kerjaan Prancis yang dicuri dari Museum Louvre pada Minggu (19/10/2025) diyakini sulit ditemukan. Muncul dugaan benda-benda itu tak utuh lagi. Perampokan itu menjadi pukulan berat, bukan hanya bagi pengelola museum dan kota Paris, tetapi juga bagi Prancis secara keseluruhan. Keamanan museum pun kini dipertanyakan. Presiden Emmanuel Macron bahkan bersumpah untuk menemukannya kembali. Christopher A. Marinello, pakar terkemuka dalam pemulihan karya seni curian, membuka suara terkait insiden itu. Dia mengkritik sistem keamanan di Museum Louvre sekaligus menduga pergerakan barang curian itu. Dikutip dariThe Guardianpada Selasa (21/10), Marinello menjelaskan bahwa pencurian karya seni biasanya didorong oleh nilai uang dari benda yang dicuri. ""Polanya sederhana: ambil, hancurkan, dan lebur secepat mungkin,"" ujar dia. Nah, dengan perhiasan yang mudah dikenali, seperti benda-benda yang dirampok dariMuseum Louvre, si perampok akan kesulitan menemukan pembeli.",,"Selasa, 21 Okt 2025 12:37",Vandalisme,Rendah,detik.com,https://travel.detik.com/travel-news/d-8170948/agar-tak-terlacak-permata-curian-dari-museum-louvre-kemungkinan-dilebur,2026-04-28 16:50:38
2049,"Bahaya Bermain di Rel Kereta Api, Ada Sanksi Bagi Pelakunya","Beraktivitas di sepanjang jalurkereta api(selain kegiatan operasional kereta api) adalah tindakan berbahaya bagi keselamatan perjalanan kereta api dan masyarakat. Mengapa demikian? KAI mengungkapkan bahwa rel kereta api merupakan jalur khusus operasional kereta api yang harus steril dari berbagai aktivitas yang bisa membahayakan keselamatan perjalanan kereta api maupun masyarakat. Mengingat kecepatannya yang tinggi dan jarak pengereman yang panjang, kereta api tidak dapat berhenti seketika. Sehingga, sterilisasi jalur rel dari semua aktivitas non-operasional sangat krusial untuk mencegah risiko fatal. Beraktivitas di area rel kereta api tidak hanya berbahaya, tetapi juga melanggar hukum. Sesuai Pasal 199 UU No. 23 Tahun 2007 tentang Perkeretaapian, pelanggar bisa dikenakan hukuman penjara hingga tiga bulan atau denda sampai Rp 15.000.000. KAI terus mengajak masyarakat untuk tidak beraktivitas di jalur kereta api, demi menghindari insiden temperan kereta api dan menjaga keselamatan bersama.",,"Selasa, 21 Okt 2025 09:15",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8170614/bahaya-bermain-di-rel-kereta-api-ada-sanksi-bagi-pelakunya,2026-04-28 16:50:40
2050,"Sejoli di Jakut Dianiaya Tukang Bangunan, Dipicu Vandalisme Rumah Ortu","Sepasang kekasih, wanita JM (40) dan pria PJ (40), menjadi korban penganiayaan di Jalan Camar Elok Kelurahan Kapuk Muara, KecamatanPenjaringan, Jakarta Utara. Pelakunya adalah dua pria yang berprofesi sebagai tukang bangunan, berinisial MM (50) dan WM (37). ""Karena itu, keduanya ditangkap pada hari yang sama sekitar pukul 20.00 WIB di dekat lokasi kejadian setelah melakukan penyelidikan kasus,"" kata Kapolsek Metro Penjaringan AKBP Agus Ady Wijaya dilansirAntara,Rabu (15/10/2025) Peristiwa terjadi pada Senin (6/10) sekitar pukul 16.30 WIB. Korban JM mengalami luka terbuka di bagian depan kepala dan mendapatkan tujuh jahitan, sementara korban PJ mengalami pendarahan otak serta tulang belakang dan dilarikan ke RS Atma Jaya untuk mendapatkan perawatan medis. ""Kedua pelaku ini dijerat pasal 170 KUHP tentang pengeroyokan dengan ancaman penjara enam tahun dan/atau 351 KUHP tentang penganiayaan dengan ancaman penjara dua tahun delapan bulan,"" ujarnya. Aksi pengeroyokan ini berawal ketika korban JM dan PJ mendatangi sebuah rumah milik ayah PJ. Mereka berupaya menyampaikan aspirasi kepada ayahnya dengan mencoret tembok dan pagar rumah menggunakan cat.",Kapuk Muara,"Rabu, 15 Okt 2025 21:09",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8162630/sejoli-di-jakut-dianiaya-tukang-bangunan-dipicu-vandalisme-rumah-ortu,2026-04-28 16:50:44
2051,Perbaikan JPO Senen-PMJ yang Rusak Parah Imbas Kericuhan Selesai Akhir Tahun,"Jembatan Penyeberangan Orang (JPO) dan lift di Senen dan Polda Metro Jaya (PMJ) menjadi salah satu infrastruktur yang rusak berat imbas kericuhan aksi demonstrasi beberapa waktu lalu. Kementerian Pekerjaan Umum (PU) memastikan perbaikan total ditargetkan rampung dan beroperasi pada akhir tahun ini. Kementerian PU sebelumnya telah memperbaiki ringan JPO Senen dan PMJ sehingga sekarang sudah bisa beroperasi. Pekerjaan-pekerjaan ringan yang sudah dilakukan meliputi perbaikan lantai, atap, perbaikan sebagian kaca-kaca yang pecah, hand railing, hingga infrastruktur yang terkena aksi vandalisme. Selanjutnya, masih ada perbaikan rumah lift di JPO Senen dan PMJ yang harus diperbaiki. Wakil Menteri Pekerjaan Umum (Wamen PU) Diana Kusumastuti memastikan perbaikan dua fasilitas publik ini dikebut agar tidak melewati tahun anggaran berjalan. ""Insya Allah (akhir tahun bisa beroperasi). Harus bisa lah nanti lewat tahun kan nanti repot lagi pendanaannya. Mudah-mudahan tahun ini bisa selesai,"" ujar Diana saat ditemui di kantornya, Jakarta Selatan, Senin (13/10/2025). Direktur Jenderal Cipta Karya Kementerian Pekerjaan Umum (PU) Dewi Chomistriana mengatakan, pihaknya telah merampungkan perbaikan ringan pada kedua fasilitas publik. Namun demikian, perbaikan perbaikan struktur masih perlu dilakukan.",,"Senin, 13 Okt 2025 12:26",Vandalisme,Rendah,detik.com,https://finance.detik.com/infrastruktur/d-8158199/perbaikan-jpo-senen-pmj-yang-rusak-parah-imbas-kericuhan-selesai-akhir-tahun,2026-04-28 16:50:47
2052,"Gerbong KA Kembali Dilempar Batu di Labura, Seorang Anak Terluka","Gerbong KA U54 Sribilah Utama relasi Medan-Rantau Prapat mendapat aksi pelemparan batu. Kejadian ini berlangsung di Kecamatan AekNatas, Kabupaten Labuhanbatu Utara (Labura), Sumatera Utara (Sumut), tepatnya di kilometer 73+5/6 petak jalan antara Stasiun Situngir dan Stasiun Pamienke Insiden pelemparan batu itu terjadi pada Rabu (8/10/2025) pukul 20.30 WIB. ""Akibat insiden tersebut, kaca kereta api pecah dan penumpang mengalami luka ringan terkena serpihan kaca. Petugas kami segera melakukan pertolongan pertama terhadap penumpang tersebut,"" ungkap Manager Humas KAI Divre I Sumatera Utara, M. As'ad Habibuddin, Kamis (9/10). Petugas pengamanan KAI langsung melakukan penyisiran di lokasi kejadian untuk mencari dan menangkap pelaku pelemparan tersebut. Diketahui, seorang anak kecil menjadi korban luka atas peristiwa ini. ""Benar, anak kecil yang mengalami luka di kaki. Petugas kesehatan KAI kembali mengecek kondisi penumpang di Pos Kesehatan Stasiun Rantauprapat,"" ujarnya.",AekNatas,"Kamis, 09 Okt 2025 15:08",Vandalisme,Rendah,detik.com,https://www.detik.com/sumut/berita/d-8152862/gerbong-ka-kembali-dilempar-batu-di-labura-seorang-anak-terluka,2026-04-28 16:50:51
2053,"Ungkap Kerusakan Fasilitas Imbas Massa Rusuh, MRT Rogoh Rp 5 M","PT MRT Jakarta (Perseroda) merogoh Rp 5 miliar untuk memperbaiki sejumlah fasilitas yang rusak imbas kericuhan saat demo massal pada akhir Agustus lalu. Direktur Operasi dan Pemeliharaan MRT Jakarta Mega Indahwati Natangsa Tarigan mengatakan, terdapat 5 Stasiun MRT yang terdampak aksi massa rusuh yaitu stasiun ASEAN, Senayan, Istora, Bendungan Hilir dan Setiabudi. Kerusakan terparah adalah pada stasiun Istora. ""Apa saja yang terdampak? Arsitektural, exterior, interior, kaca dipecah, kemudian ada bike rack itu dibonggar, yang dipasang di pedestrian itu dibonggar terus dilempar ke bawah. Terus lift juga dibakar,"" ujar Mega dalam acara Forum Jurnalis MRT Jakarta di Wisma Nusantara, Jakarta, Rabu (8/10/2025). Selain itu, aksi vandalisme juga terjadi di berbagai lokasi, kerusakan pada rolling door, keramik, hingga kaca-kaca temper. Kerusakan juga terjadi pada beberapa eskalator. Seiring dengan hal tersebut, sebanyak 20 CCTV di lokasi kejadian ditemukan rusak. ""CCTV sudah pasti, jadi modus-modus pelaku ini biasanya dia akan rosak CCTV duluan, biar mukanya nggak dikenalin. Jadi ketika kita udah nggak punya mata lagi di lapangan, udah blind spot semua, di situlah dia melakukan aksesnya. Tapi ini bisa jadi barang bukti juga, dan terakhir kita dapat update, karena kita terus berkoordinasi dengan polemen kerjaya, beberapa dari pelaku ini sudah ditangkap,"" jelasnya.",,"Rabu, 08 Okt 2025 18:30",Vandalisme,Rendah,detik.com,https://finance.detik.com/infrastruktur/d-8151504/ungkap-kerusakan-fasilitas-imbas-massa-rusuh-mrt-rogoh-rp-5-m,2026-04-28 16:50:54
2054,"Kereta Api Bermuatan CPO Dilempari Batu di Asahan, Asisten Masinis Terluka","KA 2826 Purjakis yang membawa muatan minyak sawit mentah (CPO) relasi Kisaran-Puluraja dilempari batu oleh orang tak dikenal (OTK). Asisten masinis yang terkena lemparan batu mengalami luka di wajah. Peristiwa itu terjadi di Kecamatan Kota Kisaran Barat, Kabupaten Asahan, tepatnya di kilometer 02+000 petak jalan antara Stasiun Kisaran dan Stasiun Hengelo, pagi tadi sekitar pukul 08.09 WIB. ""Akibat insiden tersebut, kaca kabin lokomotif pecah dan asisten masinis bernama Rizky Ananda mengalami luka pada bagian wajah. Kami segera membawa Rizky Ananda ke klinik terdekat untuk mendapatkan perawatan intensif,"" kata Manager Humas KAI Divre I Sumatera Utara, M. As'ad Habibuddin, Selasa (7/10/2025). Pasca insiden itu, petugas pengamanan KAI langsung melakukan penyisiran di lokasi kejadian untuk mencari dan menangkap pelaku pelemparan tersebut. As'ad menegaskan bahwa pelaku pelemparan dapat dikenai sanksi pidana berat. Berdasarkan Kitab Undang-Undang Hukum Pidana (KUHP) Pasal 194 ayat 1, siapa pun yang dengan sengaja membahayakan lalu lintas umum di jalur kereta api dapat diancam dengan pidana penjara hingga 15 tahun. Bahkan pada ayat 2, jika aksi tersebut mengakibatkan korban jiwa, pelaku dapat dihukum penjara seumur hidup atau pidana penjara paling lama 20 tahun.",Kota Kisaran Barat,"Selasa, 07 Okt 2025 11:17",Vandalisme,Rendah,detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-8148786/kereta-api-bermuatan-cpo-dilempari-batu-di-asahan-asisten-masinis-terluka,2026-04-28 16:51:05
2055,"Tembok Jadi Korban Vandalisme, Begini Cara Bersihkan Coretan Cat Semprot","Kita sering melihat bangunan di pinggir jalan yang dindingnya dipenuhi coretan cat semprot berupa gambar acak atau tulisan tanpa arti. Coretan seperti ini tergolong vandalisme karena biasanya dilakukan oleh orang lain tanpa izin dari pemilik properti. Menurut Kamus Besar Bahasa Indonesia (KBBI), vandalisme berarti tindakan merusak atau menghancurkan hasil karya seni maupun barang berharga lainnya, termasuk keindahan alam dan properti pribadi. Jadi, perbuatan mencoret dinding orang lain tanpa izin jelas termasuk dalam kategori ini. Membersihkan coretan cat semprot tidak bisa dilakukan hanya dengan air. Sedangkan jika memilih untuk mengecat ulang, dibutuhkan biaya tambahan dan beberapa lapisan cat agar hasilnya rapi. Dilansir detikProperti dari The Spruce, berikut beberapa cara menghapus coretan cat semprot tanpa merusak lapisan cat asli di dinding: Untuk dinding dengan cat berbahan dasar minyak atau cat kering, kamu bisa memakai thinner. Caranya, tuangkan thinner pada kain bersih lalu gosok perlahan bagian yang terkena cat semprot. Thinner juga efektif untuk membersihkan cat semprot di permukaan besi, baja, atau logam. Alternatif lain, semprotkan thinner yang sudah dimasukkan ke dalam botol semprotan ke area coretan, biarkan selama 15-20 menit, lalu lap dengan kain atau spons basah.",,"Selasa, 07 Okt 2025 07:00",Vandalisme,Rendah,detik.com,https://www.detik.com/sumut/berita/d-8148413/tembok-jadi-korban-vandalisme-begini-cara-bersihkan-coretan-cat-semprot,2026-04-28 16:51:07
2056,"Demo Gen Z Marak di Maroko, Tuntut Reformasi Pendidikan-Kesehatan","Unjuk rasa yang dipimpin olehkaum muda atau Gen ZdiMarokoberujungbentrokan antara demonstran dan pasukan keamanandi beberapa kota setempat pada Selasa (30/9) malam.Aksi protesyang berlangsung selama empat hari terakhir ini menuntut reformasi di sektor pendidikan dan kesehatan masyarakat. Beberapa video yang dipublikasikan media-media lokal, seperti dilansirAFP, Rabu (1/10/2025), menunjukkan para demonstran yang memakai masker di area Inezgane, dekat Agadir, melemparkan batu ke arah polisi. Para demonstran, menurut video itu, juga melakukan pembakaran di dekat pusat perbelanjaan setempat dan merusak sebuah kantor pos setempat. Aksi serupa dilaporkan terjadi di area Air Amira, di Beni Mellal, dan di Oujda. Belum diketahui secara jelas apakah ada korban luka dalam bentrokan tersebut. Unjuk rasa yang dipimpin oleh anak muda di Maroko ini diprakarsai oleh sebuah kelompok kolektif bernama ""GenZ 212"", yang pendirinya masih belum diketahui.",,"Rabu, 01 Okt 2025 13:03",Vandalisme,Rendah,detik.com,https://news.detik.com/internasional/d-8139343/demo-gen-z-marak-di-maroko-tuntut-reformasi-pendidikan-kesehatan,2026-04-28 16:51:20
2057,"Warga Filipina Demo Skandal Proyek Fiktif, 17 Orang Ditangkap Imbas Ricuh","Massa melakukandemonstrasidi Manila, Filipina, terkait skandal yang melibatkan proyek pengendalian banjir fiktif yang diyakini merugikan negara miliaran dolar. Sebanyak 17 orang ditangkap dalam demo yang berujung ricuh tersebut. Dilansir AFP dan AP, Minggu (21/9/2025), demo tersebut terkait kemarahan publik atas apa yang disebut proyek infrastruktur 'hantu'. Presiden Ferdinand Marcos mengatakan pada awal pekan lalu, bahwa ia tidak menyalahkan orang-orang yang melakukan protes. Ia juga menyerukan agar demonstrasi tetap damai. Berdasarkan laporan, jurnalis AFP menyaksikan sekelompok orang yang sebagian besar pemuda melemparkan batu dan botol ke arah polisi dalam dua insiden terpisah. Mereka juga membakar ban trailer yang digunakan sebagai barikade di dekat jembatan menuju istana presiden. Polisi yang bergerak maju di balik tembok perisai menangkap 17 orang yang sebagian besar masih muda dalam bentrokan pertama, kata pihak berwenang setempat.",,"Minggu, 21 Sep 2025 18:40",Vandalisme,Rendah,detik.com,https://news.detik.com/internasional/d-8123307/warga-filipina-demo-skandal-proyek-fiktif-17-orang-ditangkap-imbas-ricuh,2026-04-28 16:51:25
2058,"Geng Motor Serang Warga Pakai Sajam-Bom Molotov di Asahan, Kendaraan Dirusak","Sekitar 20-an anggota geng motor menyerang warga menggunakan senjata tajam dan bom molotov di Kabupaten Asahan, Sumatera Utara (Sumut). Selain itu, anggota geng motor itu juga merusak kendaraan warga. ""Informasinya kemarin ada sekitar 20 atau 30 orang (anggota geng motor),"" kata Kasat Reskrim Polres Asahan AKP Ghulam Yanuar Lutfi saat dikonfirmasi detikSumut, Rabu (17/9/2025). Ghulam mengatakan peristiwa itu terjadi tepatnya di jalan umum Kelurahan Bunut Barat, Kecamatan Kisaran Barat, Minggu (14/9) sekira pukul 03.00 WIB. Geng motor tersebut diketahui berasal dari Kabupaten Batu Bara dan menyerang warga secara acak. ""Iya, betul (serang pakai sajam dan bom molotov). (Target) random saja, begitu ada kumpulan, serang, anak muda lagi nongkrong mereka sok-sokan nyerang,"" jelasnya. Ghulam menyebut berdasarkan informasi sejauh ini, tidak ada warga yang terluka dalam kejadian itu. Namun, kata Ghulam, ada warga yang sepeda motornya dirusak oleh anggota geng motor tersebut.",Asahan,"Rabu, 17 Sep 2025 11:10",Vandalisme,Rendah,detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-8115917/geng-motor-serang-warga-pakai-sajam-bom-molotov-di-asahan-kendaraan-dirusak,2026-04-28 16:51:36
2059,Gedung Eks Mapolsek Panggungrejo Kini Jadi Markas Satpolairud Pasuruan,"Satpolairud Polres Pasuruan Kota resmi menempati gedung Mapolsek Panggungrejo. Sebelumnya, Satpolairud menempati markas yang dinilai kurang representatif di Jalan Komodor Yos Sudarso, Kota Pasuruan. Gedung Mapolsek Panggungrejo sendiri berada di Jalan Hang Tuah, Kelurahan Ngemplakrejo, Kecamatan Panggungrejo, Kota Pasuruan. Gedung ini dibangun pada 2021. Namun, hingga saat ini belum dioperasikan atau difungsikan dan akhirnya dimanfaatkan untuk markas Polairud. Kapolres Pasuruan Kota AKBP Davis Busin Siswara mengatakan, setelah memiliki markas baru, Polairud diharapkan bisa mem-back upwilayah hukum Polsek Purworejo dan Polsek Gadingrejo di wilayah Kecamatan Panggungrejo. Koordinasi dengan berbagai pihak juga ia harapkan terus ditingkatkan. ""Polairud diharapkan bisa mem-back upwilayah hukum Polsek Purworejo dan Polsek Gadingrejo di wilayah Kecamatan Panggungrejo. Koordinasi dengan Dinas Pertanian untuk berkolaborasi terkait dengan pemanfaatan lahan di Mako Polairud untuk membantu program ketahanan pangan pemerintah. Dan terakhir, jalin sinergitas dengan instansi terkait di wilayah sekitar,"" kata Davis, Selasa (16/9/2025). Peresmian mako Polairud ini ditandai penanaman pohon mangga di halaman kantor. Sejumlah pejabat Polres Pasuruan Kota juga hadir dalam peresmian.",Pasuruan,"Selasa, 16 Sep 2025 16:55",Vandalisme,Rendah,detik.com,https://www.detik.com/jatim/jogo-jatim/d-8115015/gedung-eks-mapolsek-panggungrejo-kini-jadi-markas-satpolairud-pasuruan,2026-04-28 16:51:39
2060,"Rumah Ludes Dijarah, Eko Patrio Kini Ngontrak di Pinggiran Jakarta","Demonstrasi besar yang terjadi di Jakarta pada akhir Agustus lalu turut merusak sejumlah rumah pejabat, salah satunya milik Eko Patrio. Setelah kediamannya ludes dijarah massa, kini Eko memilih tinggal di kontrakan untuk sementara waktu. DikutipdetikHot, Eko saat ini masih tinggal ngontrak di sebuah rumah. Tidak dijelaskan secara rinci di mana lokasinya, tapi komedian itu menyebut rumah kontrakannya terletak di pinggiran Jakarta. ""Ya, sementara saya masih ngontrak sekarang di satu tempat di pinggiran kota Jakarta gitu ya. Ya... ya... gitu lah, untuk rumah saya belum kepikiran, mudah-mudahan entar ada rezeki saya mau benerin rumah saya,"" kata Eko saat ditemui di Polda Metro Jaya, Jakarta Selatan, Jumat (12/9/2025) tengah malam. Pemilik nama lengkap Eko Hendro Purnomo itu sampai saat ini belum kembali ke rumahnya yang terletak di kawasan Kuningan Timur, Jakarta Selatan. Ia masih menunggu kesiapan istrinya, Viona, untuk mengecek tempat tinggalnya pasca dijarah. Mengenai total kerugian akibat penjarahan, Eko menyebut belum menghitungnya secara rinci. Bapak tiga anak itu mengatakan tidak ada lagi yang tersisa dari isi rumahnya karena sudah ludes dijarah orang. Meski begitu, Eko mengatakan sudah ada beberapa oknum yang mengembalikan barang hasil penjarahan di rumahnya. Komedian itu menghargai siapa pun yang mau mengembalikan barang pribadi milik keluarganya.",Metro Jaya,"Senin, 15 Sep 2025 12:32",Vandalisme,Rendah,detik.com,https://www.detik.com/properti/berita/d-8112443/rumah-ludes-dijarah-eko-patrio-kini-ngontrak-di-pinggiran-jakarta,2026-04-28 16:51:45
2061,Kala Warga Kompak Bikin Bandung Kinclong,"Suasana Taman Dago Cikapayang terasa berbeda pada Minggu (14/9/2025) pagi. Alih-alih dipenuhi sampah dan coretan vandalisme sisa demonstrasi beberapa hari sebelumnya, taman di jantung Kota Bandung itu ramai oleh ribuan orang yang datang bukan untuk berdemo, melainkan untuk membersihkan kota mereka. Seribuan warga dari 176 komunitas berkumpul, sebagian membawa sapu, kantong sampah, hingga kuas cat. Ada yang memungut sampah plastik di trotoar, ada pula yang menghapus coretan di tembok dan ornamen huruf 'DAGO'. Dari Dago Atas hingga Diponegoro, warga bergerak serentak mengembalikan wajah Bandung seperti sediakala. ""Miris sekali lihat Bandung setelah demo, selain banyak fasilitas yang rusak, banyak vandalisme juga,"" ucap Kasih, seorang warga yang terlihat tekun menyapu dedaunan kering di area taman. Baginya, aksi ini adalah bentuk kepedulian agar Bandung tak dibiarkan terluka lebih lama. Sementara itu, Mulyana datang bersama komunitasnya. Mereka membawa cat untuk menutupi coretan di marka taman.",,"Minggu, 14 Sep 2025 14:00",Vandalisme,Rendah,detik.com,https://www.detik.com/jabar/berita/d-8110981/kala-warga-kompak-bikin-bandung-kinclong,2026-04-28 16:51:56
